priority,business_name,phone,phone_type,category,city,state,source,discovery_method,website,is_sole_proprietor,found_at
standard,ALL UNITED CONTRACTING INC,9044066100,,,,FL,socrata:orlando_permits,,,,
standard,FRANK GAY SERVICES LLC,2399087134,,,,FL,socrata:orlando_permits,,,,
standard,STRADA SERVICES LLC,4073332662,,,,FL,socrata:orlando_permits,,,,
standard,A SPEEDY PLUMBING INC,4079299996,,,,FL,socrata:orlando_permits,,,,
standard,"BUREAU VERITAS NORTH AMERICA, INC",3523414243,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,9042621066,,,,FL,socrata:orlando_permits,,,,
standard,CORNERSTONE SECURITY INC,7704489042,,,,FL,socrata:orlando_permits,,,,
standard,"MY AMELIA, INC DBA INSPECTED.COM",4077040940,,,,FL,socrata:orlando_permits,,,,
standard,MILLS AIR INC,4072771159,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,3527297100,,,,FL,socrata:orlando_permits,,,,
standard,"UES PROFESSIONAL SOLUTIONS, LLC.",4074293303,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,3862381711,,,,FL,socrata:orlando_permits,,,,
standard,AIREKO ENERGY SOLUTIONS US LLC,4077062800,,,,FL,socrata:orlando_permits,,,,
standard,DEVOE CUSTOM HOMES LLC,4079494995,,,,FL,socrata:orlando_permits,,,,
standard,CT SOLUTIONS OF FLORIDA LLC,7272051957,,,,FL,socrata:orlando_permits,,,,
standard,RICHS IRRIGATION COOLING AND HEATING INC,4072936801,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,4078460025,,,,FL,socrata:orlando_permits,,,,
standard,GENERATOR SUPERCENTER OF ORLANDO,4073667498,,,,FL,socrata:orlando_permits,,,,
standard,BRISTOL ENGINEERING LLC,5073395911,,,,FL,socrata:orlando_permits,,,,
standard,COASTAL CODE SERVICES,3864374602,,,,FL,socrata:orlando_permits,,,,
standard,CREATIVE WALLS AND LANDSCAPING,4079480736,,,,FL,socrata:orlando_permits,,,,
standard,SAUCEMAN PLUMBING LLC,3864739575,,,,FL,socrata:orlando_permits,,,,
standard,BG SOUTHERN DIVISION LLC,4072588900,,,,FL,socrata:orlando_permits,,,,
standard,MANTLE SECURITY OF NORTH FLORIDA INC,9045992077,,,,FL,socrata:orlando_permits,,,,
standard,TURNKEY CONSTRUCTION PLANNERS INC,3212886415,,,,FL,socrata:orlando_permits,,,,
standard,SAMPRO ELECTRICAL SERVICE INC,4077589644,,,,FL,socrata:orlando_permits,,,,
standard,CARPENTERS COOLING LLC,4075955946,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,4073321985,,,,FL,socrata:orlando_permits,,,,
standard,ALLSTAR ELECTRICAL EXPERTS INC,8139442001,,,,FL,socrata:orlando_permits,,,,
standard,4 SEASONS AIR CONDITIONING AND HEATING INC,4072959231,,,,FL,socrata:orlando_permits,,,,
standard,"MY AMELIA, INC DBA INSPECTED.COM",3052736194,,,,FL,socrata:orlando_permits,,,,
standard,FILLMORE PROFESSIONAL SOLUTIONS LLC,4075150018,,,,FL,socrata:orlando_permits,,,,
standard,ABSOLUTE CIVIL ENGINEERING SOLUTIONS LLC,4076450500,,,,FL,socrata:orlando_permits,,,,
standard,BOB HEINMILLER AIR CONDIT INC,4074227657,,,,FL,socrata:orlando_permits,,,,
standard,GO SOLAR POWER LLC,5612284483,,,,FL,socrata:orlando_permits,,,,
standard,INNOVATIVE CONSTRUCTION INSPECTION INC,4073080099,,,,FL,socrata:orlando_permits,,,,
standard,"INSPECT FL, LLC",4076612102,,,,FL,socrata:orlando_permits,,,,
standard,CABLE ELECTRICAL SERVICES INC,4078809400,,,,FL,socrata:orlando_permits,,,,
standard,HICKS ELECTRIC INC,4078314881,,,,FL,socrata:orlando_permits,,,,
standard,AIR 4 YOU INC,4073835120,,,,FL,socrata:orlando_permits,,,,
standard,KEYSTONE ENERGY AND POWER(DO NOT USE),4074269741,,,,FL,socrata:orlando_permits,,,,
standard,CONTROL SYSTEMS INC,8135570315,,,,FL,socrata:orlando_permits,,,,
standard,TROPICAL PLUMBING AND SEPTIC INC,4075680111,,,,FL,socrata:orlando_permits,,,,
standard,DAVILA HOMES,4079687195,,,,FL,socrata:orlando_permits,,,,
standard,BLITZ ROOFING AND CONSTRUCTION LLC,8132932799,,,,FL,socrata:orlando_permits,,,,
standard,EQUITY SOLAR,4079224248,,,,FL,socrata:orlando_permits,,,,
standard,INSPECTFL LLC,4073630059,,,,FL,socrata:orlando_permits,,,,
standard,ALL STATE PLUMBING SERVICES INC,4078328805,,,,FL,socrata:orlando_permits,,,,
standard,HARDWICK GENERAL CONTRACTING INC,4072598877,,,,FL,socrata:orlando_permits,,,,
standard,ADVANCE MECHANICAL SYSTEMS INC,4073660950,,,,FL,socrata:orlando_permits,,,,
standard,"MY AMELIA, INC DBA INSPECTED.COM",4072216234,,,,FL,socrata:orlando_permits,,,,
standard,EMPIRE ELECTRICAL CONTRACTORS,4079303736,,,,FL,socrata:orlando_permits,,,,
standard,J AND J PRO ENERGY SOLUTIONS INC,4073505851,,,,FL,socrata:orlando_permits,,,,
standard,DORRS PLUMBING AND IRRIGATION,3522433157,,,,FL,socrata:orlando_permits,,,,
standard,R D MICHAELS INC,4078311110,,,,FL,socrata:orlando_permits,,,,
standard,"BUREAU VERITAS NORTH AMERICA, INC",3866270852,,,,FL,socrata:orlando_permits,,,,
standard,BDH CONSULTING LLC dba LOGISTX,4075677875,,,,FL,socrata:orlando_permits,,,,
standard,"BUREAU VERITAS NORTH AMERICA, INC",4072882430,,,,FL,socrata:orlando_permits,,,,
standard,4 H PLUMBING INC,3522451200,,,,FL,socrata:orlando_permits,,,,
standard,INSPECTFL LLC,6785662640,,,,FL,socrata:orlando_permits,,,,
standard,"NOBILITY INSPECTIONS, LLC",4073176185,,,,FL,socrata:orlando_permits,,,,
standard,"BUREAU VERITAS NORTH AMERICA, INC",3528058935,,,,FL,socrata:orlando_permits,,,,
standard,ABSOLUTE CIVIL ENGINEERING SOLUTIONS LLC,8636043969,,,,FL,socrata:orlando_permits,,,,
standard,DBH AIR CORPORATION,8135635069,,,,FL,socrata:orlando_permits,,,,
standard,GWR CENTRAL LLC,4079306726,,,,FL,socrata:orlando_permits,,,,
standard,ARCI LTD,2819992724,,,,FL,socrata:orlando_permits,,,,
standard,"UES PROFESSIONAL SOLUTIONS, LLC.",4078626290,,,,FL,socrata:orlando_permits,,,,
standard,AMH ELECTRICAL SERVICES LLC,4073735304,,,,FL,socrata:orlando_permits,,,,
standard,BRISTOL ENGINEERING LLC,4074052658,,,,FL,socrata:orlando_permits,,,,
standard,BLUEWATER TELECOMMUNICATIONS INC,4072678076,,,,FL,socrata:orlando_permits,,,,
standard,LUMINOUS ELECTRICAL LLC,7818539388,,,,FL,socrata:orlando_permits,,,,
standard,PAVERSCAPE INC,4077090056,,,,FL,socrata:orlando_permits,,,,
standard,MAC MECHANICAL LLC,3214396403,,,,FL,socrata:orlando_permits,,,,
standard,INSPECTFL LLC,3523947758,,,,FL,socrata:orlando_permits,,,,
standard,GREENLITE TECHNOLOGIES INC,4073996375,,,,FL,socrata:orlando_permits,,,,
standard,DELTA PLUMBING SERVICES,4077057502,,,,FL,socrata:orlando_permits,,,,
standard,INSPECTFL LLC,4076206549,,,,FL,socrata:orlando_permits,,,,
standard,BDH CONSULTING LLC dba LOGISTX,3868602800,,,,FL,socrata:orlando_permits,,,,
standard,MTCI PRIVATE PROVIDER SERVICES LLC,2486474200,,,,FL,socrata:orlando_permits,,,,
standard,ARMITAGE PLUMBING AND GAS LLC,4074675027,,,,FL,socrata:orlando_permits,,,,
standard,ALPHA CONSTRUCTION AND DEVELOPERS,3212976079,,,,FL,socrata:orlando_permits,,,,
standard,ECLIPSE ROOFING INC,4072819779,,,,FL,socrata:orlando_permits,,,,
standard,INNOVATIVE CONSTRUCTION INSPECTION INC,3214608563,,,,FL,socrata:orlando_permits,,,,
standard,INNOVATIVE CONSTRUCTION INSPECTION INC,3214581084,,,,FL,socrata:orlando_permits,,,,
standard,"INSPECT FL, LLC",4072805974,,,,FL,socrata:orlando_permits,,,,
standard,AMESBURY ELECTRIC INC,4074841231,,,,FL,socrata:orlando_permits,,,,
standard,"UES PROFESSIONAL SOLUTIONS, LLC.",4078317770,,,,FL,socrata:orlando_permits,,,,
standard,HAND BUILDING CONTRACTORS INC,4073833605,,,,FL,socrata:orlando_permits,,,,
standard,INSIGHT GROUP LLC,9049810250,,,,FL,socrata:orlando_permits,,,,
standard,EVOLUTION ELECTRICAL CONTRACTOR GROUP LLC,3059868253,,,,FL,socrata:orlando_permits,,,,
standard,ED ALUMINUM CONSTRUCTION INC,4074600272,,,,FL,socrata:orlando_permits,,,,
standard,AEC SERVICES INC,8136841234,,,,FL,socrata:orlando_permits,,,,
standard,BRISTOL ENGINEERING LLC,7278281169,,,,FL,socrata:orlando_permits,,,,
standard,C AND S PAINT AND WALLPAPER INC,4076979793,,,,FL,socrata:orlando_permits,,,,
standard,SAMS LP GAS COMPANY,4078551903,,,,FL,socrata:orlando_permits,,,,
standard,INNOVATIVE CONSTRUCTION INSPECTION INC,8136576091,,,,FL,socrata:orlando_permits,,,,
standard,AIRMAG LLC,4072355637,,,,FL,socrata:orlando_permits,,,,
standard,ENTERPRISE ELECTRIC LLC,4074383306,,,,FL,socrata:orlando_permits,,,,
standard,MTCI PRIVATE PROVIDER SERVICES LLC,9548519494,,,,FL,socrata:orlando_permits,,,,
standard,AEC INTEGRATED LLC,3213884962,,,,FL,socrata:orlando_permits,,,,
standard,INSPECTFL LLC,4075519859,,,,FL,socrata:orlando_permits,,,,
standard,CONTROL ELECTRIC SERVICES INC,4078148900,,,,FL,socrata:orlando_permits,,,,
standard,COASTAL SUN ENGINEERING AND CONSTRUCTION,4077178273,,,,FL,socrata:orlando_permits,,,,
standard,BAINBRIDGE CONSTRUCTION LLC,5619624591,,,,FL,socrata:orlando_permits,,,,
standard,CAPESIDE SONSULTING LLC,2393137122,,,,FL,socrata:orlando_permits,,,,
standard,"MY AMELIA, INC DBA INSPECTED.COM",3866684222,,,,FL,socrata:orlando_permits,,,,
standard,ECS FLORIDA LLC,4075683297,,,,FL,socrata:orlando_permits,,,,
standard,HABITAT FOR HUMANITY GREATER ORLANDO AND OSCEOLA,4075781995,,,,FL,socrata:orlando_permits,,,,
standard,REGER ELECTRIC SERVICE,4079577017,,,,FL,socrata:orlando_permits,,,,
